full_name,jersey_number,id,first_name,last_name,position,primary_position,played,active,starter,sr_id,team,opp,year,home_pts,away_pts,W/L,statistics.minutes,statistics.field_goals_made,statistics.field_goals_att,statistics.field_goals_pct,statistics.three_points_made,statistics.three_points_att,statistics.three_points_pct,statistics.two_points_made,statistics.two_points_att,statistics.two_points_pct,statistics.blocked_att,statistics.free_throws_made,statistics.free_throws_att,statistics.free_throws_pct,statistics.offensive_rebounds,statistics.defensive_rebounds,statistics.rebounds,statistics.assists,statistics.turnovers,statistics.steals,statistics.blocks,statistics.assists_turnover_ratio,statistics.personal_fouls,statistics.tech_fouls,statistics.flagrant_fouls,statistics.pls_min,statistics.points,injuries,statistics.double_double,statistics.triple_double,statistics.effective_fg_pct,statistics.efficiency,statistics.efficiency_game_score,statistics.fouls_drawn,statistics.offensive_fouls,statistics.points_in_paint,statistics.points_in_paint_att,statistics.points_in_paint_made,statistics.points_in_paint_pct,statistics.points_off_turnovers,statistics.true_shooting_att,statistics.true_shooting_pct,statistics.coach_ejections,statistics.coach_tech_fouls,statistics.second_chance_pts,statistics.second_chance_pct,fouled_out,on_court,reference,statistics.tech_fouls_non_unsportsmanlike,statistics.fast_break_pts,statistics.fast_break_att,statistics.fast_break_made,statistics.fast_break_pct,statistics.defensive_rating,statistics.offensive_rating,statistics.minus,statistics.plus,statistics.defensive_rebounds_pct,statistics.offensive_rebounds_pct,statistics.rebounds_pct,statistics.steals_pct,statistics.turnovers_pct,statistics.second_chance_att,statistics.second_chance_made
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Suns,2015-12-29T02:00:00+00:00,97,101,L,35:23,4,10,40.0,1,5,20.0,3,5,0.6,0,5,9,55.6,0,4,4,7,2,2,1,3.5,3,0,0,3.0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Nuggets,2015-12-30T02:00:00+00:00,87,93,L,34:23,13,24,54.2,1,3,33.3,12,21,0.571,0,7,8,87.5,3,3,6,2,5,2,1,0.4,2,0,0,3.0,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Wizards,2016-01-07T00:00:00+00:00,115,121,L,39:42,12,22,54.5,4,9,44.4,8,13,0.615,0,6,8,75.0,0,10,10,4,2,1,1,2.0,3,0,0,2.0,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Timberwolves,2016-01-09T01:00:00+00:00,99,125,L,32:14,5,12,41.7,0,4,0.0,5,8,0.625,1,3,4,75.0,0,12,12,8,3,1,2,2.67,1,0,0,21.0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,76ers,2016-01-10T23:00:00+00:00,85,95,L,37:00,15,22,68.2,3,5,60.0,12,17,0.706,0,4,6,66.7,0,7,7,9,2,2,0,4.5,1,0,0,10.0,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Mavericks,2016-01-13T01:30:00+00:00,107,110,L,41:43,9,17,52.9,3,6,50.0,6,11,0.545,1,6,8,75.0,3,7,10,7,4,2,0,1.75,2,0,0,2.0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Spurs,2016-01-15T01:00:00+00:00,99,95,W,37:20,9,17,52.9,1,3,33.3,8,14,0.571,1,3,4,75.0,2,5,7,5,4,0,0,1.25,4,0,0,9.0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Rockets,2016-01-16T02:30:00+00:00,77,91,L,36:23,7,14,50.0,1,2,50.0,6,12,0.5,2,4,6,66.7,2,5,7,7,4,0,2,1.75,1,0,0,10.0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Nets,2016-01-21T00:30:00+00:00,78,91,L,29:03,7,12,58.3,1,1,100.0,6,11,0.545,0,2,4,50.0,0,1,1,5,4,1,1,1.25,1,0,0,15.0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Pistons,2016-01-30T00:30:00+00:00,106,114,L,35:48,7,16,43.8,0,2,0.0,7,14,0.5,1,6,7,85.7,1,8,9,8,1,1,0,8.0,3,0,0,19.0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Pacers,2016-02-02T00:00:00+00:00,106,111,L,43:35,9,22,40.9,0,5,0.0,9,17,0.529,3,6,10,60.0,2,10,12,6,1,2,1,6.0,2,0,0,-1.0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Hornets,2016-02-04T00:00:00+00:00,106,97,W,39:08,10,21,47.6,0,3,0.0,10,18,0.556,1,3,5,60.0,0,6,6,6,1,1,2,6.0,1,0,0,-9.0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Thunder,2016-02-21T20:30:00+00:00,92,115,L,37:30,11,22,50.0,2,5,40.0,9,17,0.529,0,1,1,100.0,3,4,7,11,5,3,0,2.2,3,0,0,22.0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Raptors,2016-02-27T00:30:00+00:00,99,97,W,40:29,9,18,50.0,2,4,50.0,7,14,0.5,0,5,9,55.6,1,7,8,7,6,1,0,1.17,2,0,0,10.0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,,True,,sr:player:608028,Cavaliers,Wizards,2016-02-28T18:00:00+00:00,113,99,W,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Kings,2016-03-10T03:00:00+00:00,111,120,L,36:33,8,19,42.1,1,5,20.0,7,14,0.5,0,8,9,88.9,4,7,11,6,5,0,0,1.2,1,0,0,16.0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Clippers,2016-03-13T19:30:00+00:00,90,114,L,30:43,9,15,60.0,3,4,75.0,6,11,0.545,1,6,7,85.7,1,5,6,5,2,1,0,2.5,2,0,0,16.0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Jazz,2016-03-15T02:30:00+00:00,94,85,W,36:53,10,20,50.0,2,6,33.3,8,14,0.571,1,1,2,50.0,6,6,12,3,3,1,0,1.0,0,0,0,6.0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Magic,2016-03-18T23:00:00+00:00,103,109,L,35:44,6,15,40.0,0,3,0.0,6,12,0.5,0,6,6,100.0,1,6,7,8,4,1,1,2.0,3,0,0,-7.0,18,"[{'id': '1ca72644-2c3e-4935-9348-1f0ba5cacfe6', 'comment': ""James will not play in Wednesday's game (Mar. 16) against the Mavs, according to Chris Haynes of Cleveland.com."", 'desc': 'Rest', 'status': 'Day To Day', 'start_date': '2016-03-16', 'update_date': '2016-03-16'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Heat,2016-03-19T23:30:00+00:00,122,101,W,26:38,13,20,65.0,0,3,0.0,13,17,0.765,1,0,0,0.0,0,3,3,3,3,1,0,1.0,1,0,0,-23.0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Nets,2016-03-24T23:30:00+00:00,104,95,W,35:04,13,16,81.3,1,2,50.0,12,14,0.857,0,3,4,75.0,1,5,6,5,4,1,0,1.25,2,0,0,-8.0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Knicks,2016-03-26T23:30:00+00:00,93,107,L,35:46,10,21,47.6,2,3,66.7,8,18,0.444,0,5,6,83.3,3,8,11,11,2,1,2,5.5,4,1,0,20.0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Hawks,2016-04-02T00:00:00+00:00,108,110,L,44:25,12,26,46.2,1,5,20.0,11,21,0.524,1,4,5,80.0,3,13,16,9,3,3,1,3.0,4,0,0,6.0,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Bucks,2016-04-06T00:00:00+00:00,80,109,L,28:04,7,9,77.8,1,2,50.0,6,7,0.857,0,2,2,100.0,0,5,5,9,4,0,1,2.25,0,0,0,22.0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,,,,sr:player:608028,Cavaliers,Pacers,2016-04-06T23:00:00+00:00,123,109,W,,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Bulls,2016-04-10T00:30:00+00:00,105,102,W,38:33,13,17,76.5,4,5,80.0,9,12,0.75,0,3,4,75.0,3,4,7,3,4,0,1,0.75,1,0,0,7.0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Raptors,2016-10-28T23:00:00+00:00,91,94,L,38:40,7,16,43.8,2,6,33.3,5,10,50.0,0,5,7,71.4,2,6,8,7,5,0,0,1.4,2,0,0,0.0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,76ers,2016-11-05T23:00:00+00:00,101,102,L,35:52,9,23,39.1,1,5,20.0,8,18,44.444,5,6,7,85.7,1,7,8,14,5,2,1,2.8,1,0,0,11.0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Wizards,2016-11-12T00:00:00+00:00,94,105,L,38:06,9,18,50.0,3,4,75.0,6,14,42.857,0,6,9,66.7,0,10,10,5,6,2,2,0.83,1,0,0,7.0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,,True,,sr:player:608028,Cavaliers,Pacers,2016-11-17T00:00:00+00:00,103,93,W,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,76ers,2016-11-27T18:00:00+00:00,108,112,L,41:30,9,19,47.4,1,4,25.0,8,15,53.333,0,7,9,77.8,2,8,10,13,5,1,0,2.6,0,0,0,2.0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Bucks,2016-11-30T01:00:00+00:00,118,101,W,32:53,8,16,50.0,3,8,37.5,5,8,62.5,0,3,7,42.9,0,4,4,4,7,0,0,0.57,3,0,0,-12.0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Bulls,2016-12-03T01:00:00+00:00,111,105,W,44:40,13,22,59.1,1,3,33.3,12,19,63.158,1,0,0,0.0,0,5,5,13,8,0,0,1.63,2,0,0,-2.0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Raptors,2016-12-06T00:30:00+00:00,112,116,L,42:01,12,26,46.2,2,7,28.6,10,19,52.632,0,8,9,88.9,3,5,8,7,1,2,0,7.0,2,0,0,9.0,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Knicks,2016-12-08T01:00:00+00:00,94,126,L,32:27,7,10,70.0,1,2,50.0,6,8,75.0,1,10,14,71.4,2,4,6,7,4,1,2,1.75,2,0,0,32.0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,,True,,sr:player:608028,Cavaliers,Grizzlies,2016-12-15T01:00:00+00:00,93,85,W,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Bucks,2016-12-21T01:00:00+00:00,108,114,L,47:29,12,25,48.0,5,9,55.6,7,16,43.75,1,5,6,83.3,3,9,12,7,2,1,1,3.5,2,0,0,8.0,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,,True,,sr:player:608028,Cavaliers,Pistons,2016-12-27T00:30:00+00:00,106,90,W,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Hornets,2017-01-01T00:00:00+00:00,109,121,L,35:47,12,25,48.0,4,8,50.0,8,17,47.059,2,4,6,66.7,2,4,6,9,1,1,0,9.0,1,0,0,17.0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Nets,2017-01-07T00:30:00+00:00,108,116,L,35:17,14,20,70.0,0,1,0.0,14,19,73.684,1,8,10,80.0,0,9,9,6,5,3,0,1.2,2,0,0,20.0,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Suns,2017-01-09T01:30:00+00:00,116,120,L,39:31,11,17,64.7,2,4,50.0,9,13,69.231,0,4,6,66.7,3,5,8,4,7,1,0,0.57,3,0,0,-2.0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Jazz,2017-01-11T02:00:00+00:00,100,92,W,36:55,10,20,50.0,3,6,50.0,7,14,50.0,0,6,7,85.7,1,5,6,5,4,4,0,1.25,0,1,0,-8.0,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Trail Blazers,2017-01-12T03:30:00+00:00,102,86,W,30:31,5,12,41.7,2,5,40.0,3,7,42.857,1,8,9,88.9,1,10,11,4,5,1,1,0.8,1,0,0,-7.0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Kings,2017-01-14T03:30:00+00:00,108,120,L,41:41,6,12,50.0,1,4,25.0,5,8,62.5,1,3,3,100.0,0,2,2,15,5,1,1,3.0,2,1,0,16.0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Warriors,2017-01-17T01:00:00+00:00,126,91,W,35:00,6,18,33.3,1,4,25.0,5,14,35.714,3,7,10,70.0,2,6,8,2,6,1,0,0.33,1,0,0,-32.0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Pelicans,2017-01-24T01:00:00+00:00,124,122,W,43:43,11,21,52.4,1,4,25.0,10,17,58.824,2,3,4,75.0,2,8,10,12,6,2,0,2.0,2,0,0,-10.0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Mavericks,2017-01-31T01:30:00+00:00,104,97,W,37:17,9,19,47.4,1,6,16.7,8,13,61.538,0,4,8,50.0,0,9,9,9,5,2,0,1.8,0,0,0,-8.0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Knicks,2017-02-05T01:30:00+00:00,104,111,L,39:35,12,20,60.0,4,8,50.0,8,12,66.667,0,4,5,80.0,0,5,5,10,5,0,0,2.0,1,0,0,11.0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Wizards,2017-02-07T00:00:00+00:00,135,140,L,42:04,12,18,66.7,6,8,75.0,6,10,60.0,1,2,5,40.0,0,7,7,17,6,2,2,2.83,6,0,0,0.0,32,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Pacers,2017-02-09T00:00:00+00:00,117,132,L,38:16,9,16,56.3,1,2,50.0,8,14,57.143,0,6,8,75.0,1,5,6,9,4,1,1,2.25,2,0,0,8.0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Thunder,2017-02-10T01:00:00+00:00,118,109,W,40:53,8,19,42.1,1,4,25.0,7,15,46.667,1,1,3,33.3,1,4,5,7,3,2,2,2.33,1,0,0,-4.0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Timberwolves,2017-02-15T01:00:00+00:00,108,116,L,39:30,10,14,71.4,2,3,66.7,8,11,72.727,0,3,6,50.0,1,7,8,14,6,0,0,2.33,3,0,0,11.0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Celtics,2017-03-02T01:00:00+00:00,103,99,W,40:02,10,21,47.6,3,6,50.0,7,15,46.667,2,5,8,62.5,5,8,13,10,4,1,1,2.5,3,0,0,-3.0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Hawks,2017-03-04T00:00:00+00:00,130,135,L,39:10,14,27,51.9,6,10,60.0,8,17,47.059,2,4,8,50.0,1,12,13,8,2,0,0,4.0,4,0,0,5.0,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,,True,,sr:player:608028,Cavaliers,Heat,2017-03-05T01:00:00+00:00,120,92,W,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Pistons,2017-03-10T00:30:00+00:00,106,101,W,39:05,12,22,54.5,0,6,0.0,12,16,75.0,0,5,8,62.5,4,10,14,10,3,1,0,3.33,1,1,0,18.0,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Magic,2017-03-12T00:00:00+00:00,104,116,L,37:34,8,14,57.1,2,5,40.0,6,9,66.667,0,6,10,60.0,0,12,12,12,4,0,1,3.0,3,0,0,12.0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Rockets,2017-03-13T01:00:00+00:00,117,112,W,40:10,12,20,60.0,4,11,36.4,8,9,88.889,0,2,3,66.7,0,7,7,5,8,2,0,0.63,2,0,0,-9.0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,,True,,sr:player:608028,Cavaliers,Clippers,2017-03-19T00:30:00+00:00,108,78,W,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Nuggets,2017-03-23T01:00:00+00:00,126,113,W,34:10,8,12,66.7,0,2,0.0,8,10,80.0,1,2,4,50.0,2,4,6,5,4,0,0,1.25,1,0,0,-30.0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Hornets,2017-03-24T23:00:00+00:00,105,112,L,39:54,9,14,64.3,0,1,0.0,9,13,69.231,1,14,16,87.5,0,9,9,11,4,1,2,2.75,2,0,0,1.0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Spurs,2017-03-28T00:00:00+00:00,103,74,W,29:32,7,17,41.2,0,3,0.0,7,14,50.0,3,3,6,50.0,3,5,8,8,2,0,0,4.0,3,0,0,-13.0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Bulls,2017-03-31T00:00:00+00:00,99,93,W,39:07,11,20,55.0,1,7,14.3,10,13,76.923,0,3,7,42.9,1,9,10,8,4,1,1,2.0,0,0,0,-3.0,26,"[{'id': '75e2c7ff-f479-4b40-892c-bced8b3f2cca', 'comment': ""James is not listed on the injury report for Thursday's game (Mar. 30) against the Bulls."", 'desc': 'Neck', 'status': 'Day To Day', 'start_date': '2017-03-28', 'update_date': '2017-03-30'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Celtics,2017-04-06T00:00:00+00:00,91,114,L,38:33,14,22,63.6,1,4,25.0,13,18,72.222,1,7,7,100.0,2,8,10,6,3,1,2,2.0,3,0,0,32.0,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Hawks,2017-04-09T19:30:00+00:00,126,125,W,46:57,11,21,52.4,1,3,33.3,10,18,55.556,1,9,10,90.0,3,13,16,10,3,1,0,3.33,6,0,0,2.0,32,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,,True,,sr:player:608028,Cavaliers,Heat,2017-04-10T23:30:00+00:00,124,121,W,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,"[{'id': '8dbf4bea-1db7-4187-8ae7-27c3eaade4a7', 'comment': ""The Cavaliers announced James will not play in Monday's (April 10) game against the Heat."", 'desc': 'Calf', 'status': 'Day To Day', 'start_date': '2017-04-10', 'update_date': '2017-04-10'}, {'id': 'cbf52e63-5a45-49fb-89f4-916b40247799', 'comment': ""The Cavaliers announced James will not play in Monday's (April 10) game against the Heat."", 'desc': 'Calf', 'status': 'Day To Day', 'start_date': '2017-04-10', 'update_date': '2017-04-10'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
