full_name,jersey_number,id,first_name,last_name,position,primary_position,played,active,starter,sr_id,team,opp,year,home_pts,away_pts,W/L,statistics.minutes,statistics.field_goals_made,statistics.field_goals_att,statistics.field_goals_pct,statistics.three_points_made,statistics.three_points_att,statistics.three_points_pct,statistics.two_points_made,statistics.two_points_att,statistics.two_points_pct,statistics.blocked_att,statistics.free_throws_made,statistics.free_throws_att,statistics.free_throws_pct,statistics.offensive_rebounds,statistics.defensive_rebounds,statistics.rebounds,statistics.assists,statistics.turnovers,statistics.steals,statistics.blocks,statistics.assists_turnover_ratio,statistics.personal_fouls,statistics.tech_fouls,statistics.flagrant_fouls,statistics.pls_min,statistics.points,injuries,statistics.double_double,statistics.triple_double,statistics.effective_fg_pct,statistics.efficiency,statistics.efficiency_game_score,statistics.fouls_drawn,statistics.offensive_fouls,statistics.points_in_paint,statistics.points_in_paint_att,statistics.points_in_paint_made,statistics.points_in_paint_pct,statistics.points_off_turnovers,statistics.true_shooting_att,statistics.true_shooting_pct,statistics.coach_ejections,statistics.coach_tech_fouls,statistics.second_chance_pts,statistics.second_chance_pct,fouled_out,on_court,reference,statistics.tech_fouls_non_unsportsmanlike,statistics.fast_break_pts,statistics.fast_break_att,statistics.fast_break_made,statistics.fast_break_pct,statistics.defensive_rating,statistics.offensive_rating,statistics.minus,statistics.plus,statistics.defensive_rebounds_pct,statistics.offensive_rebounds_pct,statistics.rebounds_pct,statistics.steals_pct,statistics.turnovers_pct,statistics.second_chance_att,statistics.second_chance_made
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Bucks,2017-10-20T23:00:00+00:00,97,116,L,37:25,10,16,62.5,2,4,50.0,8,12,66.7,0,2,2,100.0,1,4,5,8,5,1,1,1.6,2,0,0,13.0,24,,False,False,68.8,28.0,20.2,2.0,1.0,16.0,11.0,8.0,72.7,0.0,16.88,71.1,0.0,0.0,2.0,100.0,,False,2544,0.0,0.0,0.0,0.0,0.0,105.402807863163,123.489245527067,82.0,95.0,11.933495623349,4.13822832100007,8.66791067236502,1.36068177716379,22.8519195612431,1.0,1.0
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,G,PG,True,True,True,sr:player:608028,Cavaliers,Nets,2017-10-25T23:30:00+00:00,112,107,W,41:22,12,20,60.0,1,2,50.0,11,18,61.1,2,4,8,50.0,1,9,10,13,8,0,4,1.63,1,0,0,-2.0,29,,True,True,62.5,39.0,25.1,6.0,1.0,14.0,12.0,7.0,58.3,0.0,23.52,61.6,0.0,0.0,2.0,50.0,,True,2544,,6.0,3.0,3.0,100.0,104.840714371099,110.091239102675,93.0,91.0,21.7566478646253,3.13609338589194,13.6512300327061,0.0,25.3807106598985,2.0,1.0
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Pelicans,2017-10-28T23:00:00+00:00,123,101,W,30:46,6,11,54.5,1,3,33.3,5,8,62.5,1,5,6,83.3,0,3,3,8,4,0,0,2.0,3,0,0,-10.0,18,,False,False,59.1,19.0,13.6,4.0,1.0,6.0,5.0,3.0,60.0,2.0,13.64,66.0,0.0,0.0,0.0,0.0,,False,2544,0.0,0.0,0.0,0.0,0.0,125.117360768547,116.792027411266,80.0,70.0,11.1439065273885,0.0,5.57195326369424,0.0,22.6757369614512,0.0,0.0
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,PF,True,True,True,sr:player:608028,Cavaliers,Wizards,2017-11-03T23:00:00+00:00,122,130,L,42:42,23,34,67.6,2,4,50.0,21,30,70.0,1,9,9,100.0,5,6,11,7,3,3,2,2.33,2,0,0,6.0,57,,True,False,70.6,72.0,53.2,9.0,0.0,32.0,19.0,16.0,84.2,8.0,37.96,75.1,0.0,0.0,7.0,75.0,,True,2544,0.0,2.0,1.0,1.0,100.0,112.738058965421,152.276287114591,112.0,118.0,19.271336062324,15.6133509764199,17.4165830610205,3.22293942173806,7.32421875,4.0,3.0
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Rockets,2017-11-10T01:00:00+00:00,117,113,W,40:01,15,24,62.5,1,4,25.0,14,20,70.0,2,2,3,66.7,0,4,4,7,8,1,1,0.88,4,0,0,5.0,33,,False,False,64.6,26.0,20.0,4.0,1.0,24.0,16.0,12.0,75.0,12.0,25.32,65.2,0.0,0.0,2.0,100.0,,True,2544,,4.0,2.0,2.0,100.0,122.318237723185,103.337784150853,92.0,97.0,12.3025662384263,0.0,6.75774765209332,1.22598140662977,24.0096038415366,1.0,1.0
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,PF,True,True,True,sr:player:608028,Cavaliers,Mavericks,2017-11-12T01:30:00+00:00,104,111,L,41:46,6,14,42.9,1,3,33.3,5,11,45.5,0,6,8,75.0,1,10,11,4,6,0,1,0.67,3,0,0,5.0,19,,True,False,46.4,23.0,10.8,7.0,1.0,10.0,6.0,5.0,83.3,0.0,17.52,54.2,0.0,0.0,2.0,100.0,,True,2544,0.0,4.0,2.0,2.0,100.0,103.250592180266,91.4693002123958,95.0,100.0,22.0922529526143,2.67162128729289,13.3018617777846,0.0,25.5102040816327,1.0,1.0
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,PF,True,True,True,sr:player:608028,Cavaliers,Knicks,2017-11-14T00:30:00+00:00,101,104,L,36:16,7,14,50.0,2,4,50.0,5,10,50.0,0,7,10,70.0,3,6,9,12,5,0,3,2.4,1,1,0,2.0,23,,True,False,57.1,36.0,23.8,6.0,0.0,10.0,8.0,5.0,62.5,11.0,18.4,62.5,0.0,0.0,6.0,100.0,,,2544,,2.0,2.0,1.0,50.0,101.035899341566,123.74664080906,82.0,84.0,16.8961201501877,7.94117647058824,12.2801697998787,0.0,21.3675213675214,2.0,2.0
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Hornets,2017-11-16T01:00:00+00:00,107,115,L,36:38,12,24,50.0,4,7,57.1,8,17,47.1,1,3,3,100.0,2,4,6,8,3,2,1,2.67,4,0,0,1.0,31,,False,False,58.3,30.0,25.3,2.0,2.0,14.0,13.0,7.0,53.8,9.0,25.32,61.2,0.0,0.0,5.0,66.7,,False,2544,,4.0,3.0,2.0,66.7,102.506959220085,127.225980697094,87.0,88.0,12.188725915231,5.3481144321932,8.54535675578696,2.53636863315396,10.593220338983,3.0,2.0
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Pistons,2017-11-21T00:00:00+00:00,88,116,L,27:17,7,14,50.0,3,5,60.0,4,9,44.4,0,1,1,100.0,0,2,2,8,0,1,1,0.0,2,0,0,21.0,18,,False,False,60.7,24.0,18.1,3.0,0.0,2.0,3.0,1.0,33.3,5.0,14.44,62.3,0.0,0.0,0.0,0.0,,,2544,,2.0,1.0,1.0,100.0,96.1854620449926,145.920000867637,52.0,73.0,8.37810382565166,0.0,4.63000474575486,1.96099175589261,0.0,0.0,0.0
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,76ers,2017-11-28T00:00:00+00:00,91,113,L,31:02,12,23,52.2,3,7,42.9,9,16,56.3,2,3,4,75.0,3,11,14,6,3,0,0,2.0,0,0,0,1.0,30,,True,False,58.7,37.0,24.9,4.0,0.0,12.0,10.0,6.0,60.0,2.0,24.76,60.6,0.0,0.0,7.0,75.0,,False,2544,0.0,7.0,4.0,3.0,75.0,88.6714426038311,122.133612126631,66.0,67.0,29.8330366980253,11.0420979986197,21.8611233103987,0.0,10.806916426513,4.0,3.0
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Hawks,2017-12-01T00:30:00+00:00,114,121,L,37:34,8,11,72.7,3,6,50.0,5,5,100.0,0,5,7,71.4,1,5,6,12,3,2,2,4.0,3,0,0,10.0,24,,True,False,86.4,42.0,28.5,7.0,0.0,10.0,5.0,5.0,100.0,3.0,14.08,85.2,0.0,0.0,2.0,100.0,,,2544,,4.0,1.0,1.0,100.0,111.563947265383,162.048080216727,83.0,93.0,17.7462289263532,3.8719044930225,11.1106824582385,2.56675066833553,17.5644028103045,1.0,1.0
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Bulls,2017-12-05T01:00:00+00:00,91,113,L,34:16,9,15,60.0,2,4,50.0,7,11,63.6,1,3,4,75.0,0,7,7,6,2,2,0,3.0,1,0,0,27.0,23,,False,False,66.7,30.0,21.6,3.0,0.0,10.0,7.0,5.0,71.4,0.0,16.76,68.6,0.0,0.0,2.0,50.0,,False,2544,0.0,0.0,0.0,0.0,0.0,95.9906899600364,130.283867457234,58.0,85.0,19.2263675898375,0.0,11.0173567087833,3.08134230118067,10.6609808102345,2.0,1.0
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Pacers,2017-12-09T00:00:00+00:00,106,102,W,39:25,12,22,54.5,1,5,20.0,11,17,64.7,1,4,5,80.0,2,8,10,8,3,1,2,2.67,1,0,0,3.0,29,,True,False,56.8,41.0,26.4,7.0,0.0,18.0,13.0,9.0,69.2,2.0,24.2,59.9,0.0,0.0,6.0,100.0,,,2544,,4.0,1.0,1.0,100.0,110.591455004065,119.095435518494,85.0,88.0,20.7282507434596,5.29471622251413,13.0944594750349,1.28784341283656,11.0294117647059,3.0,3.0
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,PF,True,True,True,sr:player:608028,Cavaliers,Wizards,2017-12-17T23:00:00+00:00,99,106,L,41:21,8,23,34.8,2,7,28.6,6,16,37.5,1,2,3,66.7,2,9,11,15,6,0,1,2.5,4,0,0,4.0,20,,True,True,39.1,22.0,14.4,2.0,1.0,6.0,9.0,3.0,33.3,3.0,24.32,41.1,0.0,0.0,3.0,50.0,,True,2544,0.0,1.0,0.0,0.0,0.0,105.572413995709,92.6417301322387,90.0,94.0,20.4850985134078,5.52772499568146,13.7301556344346,0.0,19.7889182058047,2.0,1.0
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Bucks,2017-12-20T01:00:00+00:00,119,116,W,34:13,14,22,63.6,6,11,54.5,8,11,72.7,0,5,5,100.0,0,1,1,7,7,3,2,1.0,1,0,0,-7.0,39,,False,False,77.3,40.0,31.4,4.0,0.0,14.0,7.0,7.0,100.0,2.0,24.2,80.6,0.0,0.0,0.0,0.0,,True,2544,0.0,2.0,1.0,1.0,100.0,113.041846134319,122.946676965226,91.0,84.0,3.68991965199958,0.0,1.82099930877901,4.21156227801314,22.4358974358974,1.0,0.0
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Warriors,2017-12-25T20:00:00+00:00,99,92,W,40:03,7,18,38.9,2,7,28.6,5,11,45.5,2,4,7,57.1,1,5,6,6,7,0,0,0.86,2,0,0,-1.0,20,,False,False,44.4,11.0,7.6,4.0,0.0,8.0,7.0,4.0,57.1,5.0,21.08,47.4,0.0,0.0,2.0,50.0,,,2544,,2.0,0.0,0.0,0.0,109.87763995882,86.7472079543259,86.0,85.0,14.6158764958436,2.14018191546281,7.41341364531449,0.0,24.9287749287749,2.0,1.0
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Kings,2017-12-28T03:00:00+00:00,109,95,W,37:42,6,17,35.3,0,2,0.0,6,15,40.0,2,4,5,80.0,2,8,10,14,4,5,0,3.5,2,0,0,-11.0,16,,True,True,35.3,30.0,19.9,5.0,0.0,10.0,10.0,5.0,50.0,2.0,19.2,41.7,0.0,0.0,0.0,0.0,,,2544,,4.0,3.0,2.0,66.7,108.347063113931,102.985038745167,86.0,75.0,27.528855115062,6.36604774535809,16.5351889489821,7.00181230241761,17.2413793103448,2.0,0.0
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Jazz,2017-12-31T01:00:00+00:00,104,101,W,37:27,12,22,54.5,1,7,14.3,11,15,73.3,1,4,5,80.0,1,7,8,6,6,2,1,1.0,1,1,0,-5.0,29,,False,False,56.8,33.0,21.3,7.0,0.0,16.0,11.0,8.0,72.7,11.0,24.2,59.9,0.0,0.0,2.0,100.0,,True,2544,,2.0,2.0,1.0,50.0,103.950442250646,102.550124402335,83.0,78.0,21.3618157543391,2.72704030906457,11.5209792832391,2.63617635800154,19.8675496688742,1.0,1.0
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Celtics,2018-01-04T01:00:00+00:00,102,88,W,32:42,8,15,53.3,0,2,0.0,8,13,61.5,0,3,3,100.0,0,7,7,6,4,1,1,1.5,1,0,0,-6.0,19,,False,False,53.3,27.0,15.3,5.0,0.0,14.0,9.0,7.0,77.8,0.0,16.32,58.2,0.0,0.0,0.0,0.0,,False,2544,0.0,8.0,4.0,4.0,100.0,97.5334945345295,100.948355972772,71.0,65.0,21.4070551537485,0.0,10.2753864737993,1.4136289998073,19.6850393700787,0.0,0.0
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Magic,2018-01-07T00:00:00+00:00,127,131,L,37:17,12,23,52.2,4,7,57.1,8,16,50.0,1,5,7,71.4,3,7,10,9,3,6,1,3.0,1,0,0,15.0,33,,True,False,60.9,46.0,34.7,5.0,1.0,16.0,14.0,8.0,57.1,8.0,26.08,63.3,0.0,0.0,5.0,66.7,,,2544,,13.0,6.0,5.0,83.3,99.8560248335148,134.109513157503,92.0,107.0,20.0268216361198,8.3963382635906,14.1476761950611,6.79506615280028,10.3163686382393,3.0,2.0
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Timberwolves,2018-01-09T01:00:00+00:00,127,99,W,26:35,4,8,50.0,1,3,33.3,3,5,60.0,0,1,3,33.3,1,7,8,5,3,0,2,1.67,2,0,0,-39.0,10,,False,False,56.3,16.0,9.1,2.0,0.0,6.0,5.0,3.0,60.0,0.0,9.32,53.6,0.0,0.0,0.0,0.0,,False,2544,,3.0,1.0,1.0,100.0,124.155648371225,95.3174405888864,79.0,40.0,28.7261328013679,3.68498496577314,15.5324097482051,0.0,24.3506493506494,1.0,0.0
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Raptors,2018-01-12T01:00:00+00:00,133,99,W,32:14,9,16,56.3,0,1,0.0,9,15,60.0,0,8,10,80.0,0,3,3,1,2,1,2,0.5,1,0,0,-22.0,26,,False,False,56.3,29.0,19.2,8.0,0.0,18.0,15.0,9.0,60.0,2.0,20.4,63.7,0.0,0.0,0.0,0.0,,False,2544,0.0,7.0,2.0,2.0,100.0,130.006075768615,116.725687447407,86.0,64.0,10.1532386951208,0.0,4.55859696515628,1.4497095748485,8.92857142857143,1.0,0.0
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Pacers,2018-01-13T00:00:00+00:00,97,95,W,40:28,11,25,44.0,2,9,22.2,9,16,56.3,1,3,4,75.0,2,6,8,11,5,3,1,2.2,2,1,0,-6.0,27,,True,False,48.0,29.0,22.3,3.0,1.0,16.0,13.0,8.0,61.5,6.0,26.76,50.4,0.0,0.0,2.0,50.0,,True,2544,,15.0,5.0,5.0,100.0,96.1296872509259,100.837452926619,85.0,79.0,16.5518398739761,5.04772421688634,10.5441350308292,3.62092549135619,15.7430730478589,2.0,1.0
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Spurs,2018-01-24T01:00:00+00:00,114,102,W,37:57,10,23,43.5,2,6,33.3,8,17,47.1,0,6,10,60.0,2,7,9,7,5,0,1,1.4,0,0,0,-10.0,28,,False,False,47.8,30.0,18.4,7.0,0.0,10.0,11.0,5.0,45.5,2.0,27.4,51.1,0.0,0.0,4.0,100.0,,,2544,,3.0,1.0,1.0,100.0,117.955907820313,98.0485139067855,90.0,80.0,18.4453227931489,6.65695860203869,13.2365107087048,0.0,15.4320987654321,1.0,1.0
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Pistons,2018-01-31T01:00:00+00:00,125,114,W,37:45,9,20,45.0,2,7,28.6,7,13,53.8,0,1,2,50.0,0,6,6,7,4,0,1,1.75,2,0,0,-13.0,21,,False,False,50.0,20.0,12.8,3.0,0.0,8.0,6.0,4.0,66.7,3.0,20.88,50.3,0.0,0.0,5.0,100.0,,,2544,,0.0,0.0,0.0,0.0,116.69421905574,93.5831325595474,101.0,88.0,18.1646168401135,0.0,8.66947621914509,0.0,16.0771704180064,2.0,2.0
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Magic,2018-02-07T00:00:00+00:00,116,98,W,33:04,10,17,58.8,2,4,50.0,8,13,61.5,1,3,4,75.0,1,9,10,5,6,1,0,0.83,4,0,0,-14.0,25,,True,False,64.7,27.0,17.0,5.0,1.0,10.0,9.0,5.0,55.6,2.0,18.76,66.6,0.0,0.0,2.0,50.0,,False,2544,0.0,6.0,2.0,2.0,100.0,110.807472694791,105.07673220539,76.0,62.0,33.4975774350393,3.08842912521639,16.8786242889733,1.43889937435736,24.232633279483,2.0,1.0
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,PF,True,True,True,sr:player:608028,Cavaliers,Hawks,2018-02-10T00:30:00+00:00,107,123,L,40:43,8,20,40.0,0,3,0.0,8,17,47.1,1,6,7,85.7,2,10,12,19,3,0,0,6.33,2,0,0,12.0,22,,True,True,40.0,38.0,24.7,4.0,2.0,14.0,11.0,7.0,63.6,2.0,23.08,47.7,0.0,0.0,2.0,50.0,,False,2544,,2.0,1.0,0.0,0.0,114.901643825229,122.747649812703,91.0,103.0,27.4157773991185,5.61370680077188,16.6429895740531,0.0,11.5030674846626,2.0,1.0
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,PF,True,True,True,sr:player:608028,Cavaliers,Celtics,2018-02-11T20:30:00+00:00,99,121,L,27:54,9,20,45.0,2,5,40.0,7,15,46.7,1,4,7,57.1,0,8,8,10,2,1,1,5.0,1,0,0,23.0,24,,True,False,50.0,30.0,21.1,4.0,1.0,10.0,9.0,5.0,55.6,4.0,23.08,52.0,0.0,0.0,0.0,0.0,,False,2544,,0.0,1.0,0.0,0.0,93.6319791524021,116.478394287334,52.0,75.0,28.0886548167654,0.0,16.3850486431132,1.70881019817926,7.97448165869218,0.0,0.0
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,PF,True,True,True,sr:player:608028,Cavaliers,Thunder,2018-02-14T01:00:00+00:00,112,120,L,39:44,14,23,60.9,3,7,42.9,11,16,68.8,0,6,10,60.0,0,8,8,8,5,0,1,1.6,1,0,0,-1.0,37,,False,False,67.4,43.0,28.2,8.0,1.0,18.0,11.0,9.0,81.8,3.0,27.4,67.5,0.0,0.0,0.0,0.0,,True,2544,,7.0,3.0,2.0,66.7,117.518479306829,122.828958057343,99.0,98.0,19.7236565056735,0.0,10.5049909649783,0.0,15.4320987654321,0.0,0.0
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,PF,True,True,True,sr:player:608028,Cavaliers,Grizzlies,2018-02-24T01:00:00+00:00,89,112,L,36:40,7,16,43.8,0,2,0.0,7,14,50.0,1,4,4,100.0,0,14,14,11,3,1,0,3.67,0,0,0,18.0,18,,True,True,43.8,34.0,19.5,3.0,0.0,14.0,11.0,7.0,63.6,4.0,17.76,50.7,0.0,0.0,2.0,0.0,,False,2544,,8.0,5.0,3.0,60.0,84.3517076132209,108.997432615627,70.0,88.0,41.6528925619835,0.0,22.0810514786418,1.19094878920206,14.4508670520231,0.0,0.0
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,PF,True,True,True,sr:player:608028,Cavaliers,Nuggets,2018-03-08T03:30:00+00:00,108,113,L,39:08,15,25,60.0,5,8,62.5,10,17,58.8,1,4,8,50.0,1,7,8,10,3,1,0,3.33,2,0,0,8.0,39,,True,False,70.0,43.0,32.9,5.0,0.0,14.0,11.0,7.0,63.6,7.0,28.52,68.4,0.0,0.0,4.0,100.0,,True,2544,,8.0,3.0,3.0,100.0,107.702080887233,131.614990979319,89.0,97.0,20.442930153322,2.78767229363482,11.4100075274355,1.21539418271831,9.51776649746193,1.0,1.0
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,PF,True,True,True,sr:player:608028,Cavaliers,Clippers,2018-03-10T03:30:00+00:00,116,102,W,38:53,11,20,55.0,3,7,42.9,8,13,61.5,1,0,2,0.0,0,10,10,6,5,2,3,1.2,2,0,0,-16.0,25,,True,False,62.5,32.0,20.1,5.0,0.0,14.0,11.0,7.0,63.6,0.0,20.88,59.9,0.0,0.0,0.0,0.0,,False,2544,,2.0,3.0,1.0,33.3,106.21698823942,99.2415266203522,98.0,82.0,27.4324903557651,0.0,13.4180659348851,2.39236834497952,19.3199381761978,2.0,0.0
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Suns,2018-03-14T02:00:00+00:00,107,129,L,33:13,7,14,50.0,1,2,50.0,6,12,50.0,1,13,15,86.7,0,12,12,11,5,3,2,2.2,2,0,0,23.0,28,,True,True,53.6,50.0,30.1,11.0,0.0,10.0,8.0,5.0,62.5,6.0,20.6,68.0,0.0,0.0,3.0,50.0,,False,2544,,8.0,2.0,2.0,100.0,82.1412501358281,127.774697874035,72.0,95.0,34.6813848469644,0.0,19.0557059598705,3.66765914202246,19.53125,2.0,1.0
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Trail Blazers,2018-03-16T02:00:00+00:00,113,105,W,41:05,15,25,60.0,1,4,25.0,14,21,66.7,2,4,9,44.4,0,14,14,6,6,2,3,1.0,4,0,0,-3.0,35,,True,False,62.0,38.0,26.4,5.0,0.0,22.0,15.0,11.0,73.3,4.0,28.96,60.4,0.0,0.0,2.0,100.0,,,2544,,10.0,6.0,4.0,66.7,104.561561238805,103.95351701345,94.0,91.0,36.3490318419142,0.0,19.4726956295969,2.37568470470885,17.162471395881,1.0,1.0
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,PF,True,True,True,sr:player:608028,Cavaliers,Bulls,2018-03-18T00:00:00+00:00,109,114,L,39:53,15,26,57.7,2,8,25.0,13,18,72.2,0,1,4,25.0,1,12,13,12,6,1,2,2.0,3,0,0,-4.0,33,,True,True,61.5,44.0,27.5,6.0,1.0,18.0,11.0,9.0,81.8,6.0,27.76,59.4,0.0,0.0,0.0,0.0,,True,2544,,4.0,4.0,2.0,50.0,104.068799020761,112.851685984846,99.0,95.0,32.82300649622,2.6744671959883,17.5793630298107,1.22059861885876,17.7725118483412,2.0,0.0
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Nets,2018-03-25T17:00:00+00:00,114,121,L,38:03,14,19,73.7,1,4,25.0,13,15,86.7,0,8,10,80.0,2,8,10,8,2,1,0,4.0,3,0,0,11.0,37,,True,False,76.3,51.0,35.7,7.0,0.0,24.0,13.0,12.0,92.3,6.0,23.4,79.1,0.0,0.0,4.0,100.0,,True,2544,,8.0,4.0,3.0,75.0,117.389150656847,157.675275910014,90.0,101.0,22.4271228016382,6.0072650361531,14.5002949148523,1.2946691888261,7.8740157480315,2.0,2.0
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Heat,2018-03-28T00:00:00+00:00,98,79,W,37:59,7,18,38.9,0,4,0.0,7,14,50.0,3,4,5,80.0,1,5,6,7,6,0,0,1.17,1,0,0,-19.0,18,,False,False,38.9,13.0,8.5,4.0,1.0,12.0,11.0,6.0,54.5,4.0,20.2,44.6,0.0,0.0,0.0,0.0,,False,2544,,2.0,1.0,1.0,100.0,110.867795608519,81.8132763874744,82.0,63.0,16.2014378776116,2.68874926479512,8.81659642642122,0.0,22.9007633587786,1.0,0.0
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,Hornets,2018-03-28T23:00:00+00:00,105,118,L,36:53,14,26,53.8,4,8,50.0,10,18,55.6,0,9,11,81.8,2,8,10,8,4,1,0,2.0,1,0,0,21.0,41,,True,False,61.5,48.0,33.6,7.0,0.0,18.0,12.0,9.0,75.0,4.0,30.84,66.5,0.0,0.0,7.0,60.0,,False,2544,,4.0,5.0,2.0,40.0,113.58839627307,130.060573795334,73.0,94.0,31.549110627285,5.78400361500226,16.6846258125065,1.39097992023889,11.4810562571757,5.0,3.0
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,SF,True,True,True,sr:player:608028,Cavaliers,76ers,2018-04-06T23:00:00+00:00,132,130,W,40:11,17,29,58.6,4,8,50.0,13,21,61.9,3,6,11,54.5,1,10,11,11,8,2,1,1.38,0,0,0,7.0,44,,True,True,65.5,48.0,34.6,7.0,0.0,26.0,20.0,13.0,65.0,0.0,33.84,65.0,0.0,0.0,2.0,50.0,,True,2544,0.0,5.0,3.0,2.0,66.7,113.885008715177,116.243578292541,105.0,112.0,27.1482975755062,2.9134758373714,15.4585600312294,2.14765388946831,19.1204588910134,2.0,1.0
LeBron James,23,0afbe608-940a-4d5d-a1f7-468718c67d91,LeBron,James,F,PF,True,True,True,sr:player:608028,Cavaliers,Knicks,2018-04-09T23:30:00+00:00,109,123,L,38:38,7,16,43.8,3,6,50.0,4,10,40.0,1,9,10,90.0,0,6,6,11,4,1,0,2.75,2,0,0,14.0,26,,True,False,53.1,32.0,22.9,5.0,1.0,6.0,5.0,3.0,60.0,10.0,20.4,63.7,0.0,0.0,3.0,100.0,,False,2544,,2.0,1.0,1.0,100.0,113.389540346684,127.007324618916,88.0,102.0,17.3365170455686,0.0,9.43633206277782,1.26419453425493,16.3934426229508,1.0,1.0
